,sentiment,processed_words,prediction_nb
cv313_18198.txt,pos,matthew broderick high school comedi two term practic insepar ferri buehler took day now year later broderick anoth high school comedi elect show world ferri buehler day show educ set similar pile marshmallow light fluffi tasti sparkl clean elect far differ product dark frighten realist one much more entertain minut occupi shock well jim mcallist matthew broderick type teacher make american high school proud kind care younger man built life around carver high school turn carver high school provid home jim won teacher year less three time year span well respect social studi teacher student bodi traci flick rees witherspoon intellig outgo quot film super nice young girl involv numer extracurricular activ alway hand up first class extrem popular student bodi natur progress decid run school presid metzler famili extrem wealthi one father dick holm osborn cement compani mother jo jeanin jackson ideal housewif two children paul chris klein tammi jessica campbel both student carver high school paul quarterback footbal team befor injur himself definit candid popular person school tammi lesbian go through period self discoveri reason reveng hatr sexual envi jim convinc paul run against traci school presid claim democraci need choic traci run unoppos creat dictatorship sort paul agre race effort spite two candid tammi announc run well campaign straightforward peopl run put colleg applic noth well dont even go colleg elect good guy everyon agenda matter deepli hidden product dig up exploit audienc traci type person rememb high school girl label achiev anyth yearbook everyon secret envi jim teacher take trust student give privileg use amor advantag everyon includ princip former teacher candid even paul girlfriend two side charact much film beauti doesnt typic good guy hollywood instead realist portray real world special reveal type sexual pervers peopl usual keep themselv matthew broderick couldnt more perfect role charact similar bill murray award win role film rushmor two act job broderick far superior even overshadow young rees witherspoon hatr caus audienc develop toward simpli indescrib broderick witherspoon simpli best play each various scene one such moment occur approach car leav school one day see self pride eye present list signatur make elig candid subtl disgust appar although tri mask between line attempt put happi face support cast one littl hollywood experi far appar everyon take control part real treat jessica campbel confus role young homosexu girl never more appar scene deliv speech announc socal platform presid marvel hatr toward think unjust system express ferri buehler made feel good american high school gave innoc laugh two movi achiev goal dont dare think elect goal similar real portray high school charact real world certain pile marshmallow here,pos
cv626_7410.txt,pos,review ignor hand respons deliv origin version abyss whether meddl studio execut work writerdirector jame cameron himself origin cut underwat scifi thriller entertain enough quit serious flaw main problem fair simpl film climax unworthi buildup someon th centuri fox doubt cameron himself agre came theatric releas abyss special edit now avail video seem time reevalu newli revamp state now nearmasterpiec despit borrow film odyssey two alien close encount third kind plot thus meet crew experiment underwat mobil oil rig design hardnos lindsay mastrantonio captain soontobedivorc husband bud ed harri rig crew divert normal duti navi seek help investig mysteri sink nuclear submarin requir dive partway down three mile deep trench three navi diver arriv command oper led edgi lieuten coffey biehn seri strang sight soon convinc one member civilian crew whoever whatev theyr deal memor put arent speak russian meanwhil surfac hurrican brew even wors seri incid around cuba involv russian ship increas nervous navi set intern crisi possibl catastroph proport crisi mirror confin now isol underwat rig triggerhappi increas paranoid lieuten coffey odd crew deal mysteri goingson around human drama rivet princip player perform intens recal fine ensembl act cameron alien stunt hardwar special effect underwat cinematographi outstand cameron technic credenti well establish ultim make film grip three intersect plot strand tension between old spar partner lindsay exhubbi bud war between civilian crew navi diver seri escal crisi befal slowli unfold revel lie bottom three mile deep abyss abyss special edit improv origin film two major respect one further flesh out relationship between bud lindsay relationship time touch incred intens volatil second improv restor absolut crucial scene toward film end alien demonstr control over water terrifi extraordinari display power world brink nuclear war inclus startl scene stori climax now given real weight earth left out origin review find utter incomprehens minut addit footag turn decent underwat thriller someth quit magnific quit flaw remain grate sever moment corni hollywood schmaltz new old well reach barf bag nonetheless abyss special edit now stand somewhat malign film jame cameron greatest achiev alongsid alien termin see move grip spellbound,pos
cv385_29741.txt,pos,capsul film avoid easi answer wilhelm furtwangl world greatest orchestra conductor stay germani cooper nazi view war crimin secret resist fighter much know crime against human govern investig war film dramat investig high opinion one best film last few year istvan szabo sunshin film cover fortun jewish hungarian famili under reign three differ regim hungarian aristocrat nazi communist szabo followup film german product much more limit scope postwar investig crimin support nazi oppos ronald harwood screenplay ambigu look investig great classic music conductor stay germani nazi took power becam popular conductor third reich maj steve arnold play harvey keitel assign superior investig wilhelm furtwangl stellan skarsgard perhap europ greatest classic music conductor artist fled germani furtwangl remain behind conduct hitler henchmen war over arnold assign interview furtwangl member orchestra appropri prosecut war crime secret told command offic find furtwangl guilti follow learn littl arnold someth furtwangl orchestra interview member wartim orchestra arnold start notic odd peculiar point conspiraci against investig certain same respons perhap cooper way manag perhap never come truth larg part film mind game arnold use manipul interviewe especi furtwangl script problem end ambigu obvious resolut much final act over whether anyth establish open interpret perhap better mani film make obvious audienc believ watch murder mysteri never find out killer given clue someth never tie up end know more both arnold furtwangl film basic stage play visual veri import corner cut visual includ touch fill window photograph avoid shoot locat stage play film center dialog intrigu rate film scale high scale one piec sloppi few peopl notic one point clear see arnold desk calendar jan tue quick mental calcul told combin occur again until event take place possibl date obtain world almanac,pos
cv054_4230.txt,pos,up until year ago john travolta career consist those look whos talk movi notic never call look whos talent bomb shout bad enough make peopl scream somewher along line travolta star role tarantino masterpiec pulp fiction career soar onc again weird someon whose career par bee gee back experi fame fortun onc again barri robin mauric gibb better straighttothecutoutbin album apt name size isnt everyth cours learn sale everyth now travolta back hollywood scene onc again think know four word contract devil noth newt gingrich contract america satan much more human anyway yes travolta sold soul hairi host netherworld know document question amaz buy those collector shop few hundr dollar isnt shorti continu vein pulp fiction travolta crime minion chili palmer goe collect mafia money bgrade director gene hackman sudden find out out mob game movi game sure ruthless crimin far honest make hollywood guess besid point palmer determin hackman next project made set out convinc big star martin weir danni devito star movi bring along downandout horror actress karen flore rene russo alreadi affair hackman devito doesnt take las vega oddsmak predict travolta soon hit sheet well customari sexual tension denial use comedi whos boss speechless work case unlik whos boss although interest note toni danza sign contract devil complic matter somewhat mobster back hackman film one along travolta mob boss tri track down defect shorti mean same level pulp fiction despit obvious similar movi doesnt near amount origin depth pulp fiction definit one entertain movi ive seen year yes even better halloween vi shorti kind movi one mix intellig humor action violenc im definit go check out novel base shorti,pos
cv043_15013.txt,pos,one thing common hollywood major studio product move toward mainstream more more although twentieth centuri fox new line cinema spawn subsidiari special independ controversi motion pictur fox searchlight fine line respect obvious signific movement underway promot invent idea theater movi gari ross pleasantvill come along wrap blanket innov idea serv up platter fine product welcom chang pace frequent cineplex although atmospher buzz movi cheeri lightheart pleasantvill mistaken nothought movi quit opposit true fact director ross skill bring narrat intens intellig underton screen stori both joy live life fullest well social ill segreg captur essenc statementmak cinema recent memori movi carri such weight theme widescal distribut even mass audienc fail see ingenu ross work still testament pictur consid worthi enough kudo both product staff put togeth fine pictur star tobey maguir rees witherspoon two nineti teenag through quit bit luck find themselv zap fifti sitcom name pleasantvill maguir reserv bud parker perfect pseudoworld rebelli mari sue witherspoon made fatherknowsbest time long befor set town pleasantvill end begin teach townspeopl quit unlik way life realli soon hue color creep black white world embrac chang passion realism fear strang one end soda shop ownerturnedpaint name mr johnson jeff daniel end closemind mayor walsh chamber commerc two side simpli front clash idea soon involv entir town fine perform turn around maguir witherspoon effect lead true complement go out jeff daniel walsh latest final posthum perform daniel bring atmospher awe inspir hope charact wherea walsh simpli drip sinist closeminded point sens gene hackman envi daniel commend perform last three year more walsh complementari exclam point fine career lesser note support role joan allen view entir cast work well togeth start finish much dislik pleasantvill dynam natur make perfect movi those serious well those dont,pos
cv021_15838.txt,pos,one observ star trek movi expect see serious scienc fiction purpos star trek provid flashi innoc fun sometim stori compel sometim theyr except first film seri provid littl more endless shot amaz face ive never bore enterpris numer mission star trek insurrect except film gotten negat review friend mine actual think worst seri im realli sure excit hilari movi engag left readi next star trek film bit light more long episod film special effect cheesi bore simpli enjoy film insurrect second film featur strict next generat cast introduc race peopl call baku baku veri old three hundr year old actual appear younger age due strang radiat ring planet cours peac peopl cant hord fountain youth themselv leav up archenemi sona led ruafo murray abraham mess everyth up sona horribl disfigur reli daili reconstruct surgeri aesthet accept strike deal feder move baku elsewher exploit secret keep race die captain picard patrick stewart step realiz move baku kill help fall love baku woman donna murphi trusti crew picard defi feder keep baku natur habitat deal seri much histori entir necessari reintroduc charact each episod believ nonfan hard time star trek order enjoy one understand approach insurrect surpris good job new aspect charact stewart bold alway magnet screen presenc perfect capabl hold entir film togeth jonathan frake direct funni command riker subplot data brent spiner discov lost childhood fair interest abraham make perfect star trek villain overact crazi frake show similar aptitud direct first contact insurrect excit film realli attract special effect lot good action appar first star trek film util comput anim result veri pleas eye particular climact scene sona employ giant space ship suck up ring baku planet special effect clean impress sharp look complaint film tri take moral stanc veri appropri dont think big deal feder move baku order save live thousand better couldnt coexist insurrect feel littl light spring kind big moral question audienc inher camp factor star trek seri doesnt seem wellequip deal issu prefer enjoy spectacl,pos
cv129_16741.txt,pos,love famili one strongest drive forc man life especi those foster famili under precari circumst themat cinema love famili use frequent emphat highlight more abstract aspect charact rare develop outstand roberto benigni neoclass drama life beauti through central cast father mother son benigni demonstr wonder undi love famili share best time worst time life beauti guido orefic roberto benigni direct himself here sixth time career italian jew master con man aspir waiter extraordinair live itali live carefre life good fortun made even better happen upon pretti schoolteach name dora nicoletta braschi although dora alreadi engag guido manag sweep feet persuad marri instead two child name joshua giorgio cantarini unfortun happi famili third reich nazi minion occupi itali imprison jew work camp movi take dramat turn movi theme famili love becom strongest although prior turn point benigni play guido sort goofi charm relax role ensur son happi now instead awkward seduc sweet dora constant reassur son everyth right benigni perform truli wellround one certain one more fluid turn year support strong well movi truli excel script life beauti selfproclaim fabl one tell stori grand twopart fashion certain part manag sink level saturday night live spinoff number humor skit connect token plot movi second half script circular natur becom admir obvious charact make repris appear fine form certain event intial curious becom critic link plot outcom fan foreign film see memor motion pictur novic moviewatch take opportun see first artsi film life beauti artsi movi convent easili access everyon abov fine themat pictur,pos
cv939_10583.txt,pos,scream predecessor genrecross film horror film murder mysteri mix work veri well last time continu entertain time scream known selfreferenti tone mani insid joke made refer horror movi wes craven again scream follow suit charact such thing sequel suck entir horror genr destroy sequel scream stori veri similar predecessor sidney neve campbel surviv kill spree scream now colleg gale weather courteney cox written book murder book now releas featur film call stab practic purpos realworld movi scream premier stab two student sidney colleg stab death new stori begin press descend sidney colleg scoop sequel killer know link between stab sidney recent murder complex selfrefer saw olymp event scene gale weather ask question press confer rest press watch videotap weather survivor scream watch videotap press audienc watch whole film scene whew movi pack layer selfrefer make pleasur watch even better watch doubl featur scream scream refer necessarili make scream deep even good movi add fun watch recommend reason well best horror aspect movi monster supernatur werewolf ghost psycho superhuman strength respons person mask robe advantag fear strike victim extraordinari leap faith need believ killer down side frighten horror movi less ground movi whodunit aspect movi great itself gale weather deputi dewey david arquett origin track down killer likeabl outstand combin horror aspect whodunit perfect counterpoint exact year ago today wrote review scream internet movi databas scream work wonder ill same thing januari craven screenwrit kevin williamson keep qualiti high ill happi mark calendar,pos
cv202_10654.txt,pos,steven spielberg amistad base true stori group african revolt board slave ship captur taken america legal disput ensu over concern sever differ aspect stori first film address issu inher evil slaveri second deal histor involv sever american politician case includ presid martin van buren former presid john quinci adam anthoni hopkin last import examin cultur confus experienc african forc slaveri damag done nativ cultur africa slave trade amistad succeed part three element admit littl skeptic much realli out anoth antislaveri movi seen sever movi documentari slaveri doubt much didnt alreadi know fortun turn out wrong one thing spielberg camera never onc near southern plantat instead stick slave ship slave trader oper africa amistad deal differ part histori slaveri veri begin imag here fact much more harrow usual see movi slaveri one scene middl crew slave ship dispos excess slave throw overboard drown one disturb film imag year spielberg dig farther evil slaveri expect fact probabl goe far movi director without nc rate stark suffer african contrast sharpli shallow luxuri politician such presid van buren queen isabella spain whose naval offic involv legal disput small child time expos politician narrowmind opportunist hypocrit fair standard stuff cours spielberg writer david franzoni well enough still come someth more simpl exercis audienc manipul film examin contenti natur slaveri issu time such john quinci adam probabl politician clear disapprov practic reluct involv case until appeal way suprem court biggest success amistad probabl character cinqu djimon hounsou emerg de facto leader kidnap african struggl communic baldwin matthew mcconaughey lawyer repres court through cinqu given window nativ cultur displac african tri explain prison guard need proper burial dead tribe member find illustr version bibl tri understand stori jesus christ cinqu see disput clariti simplic again contrast technic mechan legal process polit squabbl kind countri law work ask baldwin bewilder learn case retri befor suprem court spielberg direct tend littl bit toward manipul side time such add heavi orchestr swell cinqu angri outburst court room still isnt enough serious problem main flaw film prevent earn four star seem spielberg franzoni cant quit handl issu same time instead settl address each one separ simpli edit result same movi summer contact exampl dealt sever issu onc each somehow present scene import resolv onc amistad tri pull togeth end speech adam somehow feel littl forc case speech itself last fifteen minut wear out welcom halfway through perhap best way describ amistad three four star film edit one individu scene work final product lack necessari focus coher thus less sum part cant honest done differ case stori come through enough raw emot power still veri good film thus recommend anyon handl disturb imageri,pos
cv856_29013.txt,pos,filmcrit com colleagu norm schrager nail session brad anderson throwback spooki horror film work eeri homag without selfreferenti smug postmodern genr aficionado acknowledg similar tone stanley kubrick shine georg romero dawn dead without taken out engross narrat psycholog addl wast manag team clear out abandon lunat asylum unspeak dread ensu doublewhammi anderson shoot score again eclect riff timetravel episod twilight zone appropri titl happi accid much session card play veri close vest here boyish eccentr sam deed dubuqu iowa futurist voyag year runofthemil psycholog disturb nutcas loos presentday street nyc play wonder charact actor vincent donofrio full metal jacket up air whether accept detail monologu life polar ice cap melt question prove moot time even whole thing prove creativ delus one agre charact judgment pass down new girlfriend rubi marisa tomei hes freak sure tell good stori neurot rubi think found true love seri nightmarish date disast junki fetishist artist frenchman etc isnt quit sure handl sam deed start explain barcod arm elabor construct fake ident patholog fear dog abil speak five differ languag mission chang crucial moment time ramif time altern realiti dont ask bit much take rubi close friend gretchen cuz ya cant love stori without token friend though nadia dajani invest thankless role warmth chalk up sexi roleplay game cautious therapist holland taylor warn codepend rear ugli head again shes over head anoth doom relationship ya gonna believ despit win academi award marisa tomei alway struck annoy unwelcom screen presenc one undermin pleasur watch happi accid brassi new yawk attitud never realli mesh desper desir appear cute ador fan loud flash disingenu smile necessarili equal substanti sexi take more crack team hair wardrob peopl imbu person damn voic strain ohsoador look stuff pure subject peopl feel way richard gere bear watch robin william hyperact schtick money tomei bullet happi accid romant comedi filter through twelv monkey more appropri chris marker la jete especi those still frame memori photograph anderson employ stylist devic throughout modern manhattan film otherworld vagu alien eye color scheme odd reminisc logan run stranger strang land donofrio walk slight outofstep wonder affabl inscrut wayward express bemus detach scienc fiction told main via power suggest though fall scifi trap entir much forc exposit deed word twenti minut long happi accid eventu around raceagainsttim scenario put sam deed ultim test movi live ambigu forev anderson seem termin unabl provid satisfactori conclus otherwis well structur recent narrat pretend loathsom predict next stop wonderland never happen shall slow repetit stretch rubi sam go over same argument again again over whether hes crazi premis strong enough sustain interest enough throw nod general direct rod serl wrap up idea halfhour time slot commerci includ,pos
cv463_10343.txt,pos,one fun activ parent dure holiday suggest old film see interest kid although blackandwhit film frequent view suspect one color greet more open mind find color action film even six decad ago real possibl take home hit famili wander over classic section local video store day pick up copi adventur robin hood high spirit version walter scott stori nomin academi award best pictur winner three oscar erich wolfgang korngold melodramat music ralph dawson fast pace edit carl jule weyl lush set film probabl best rememb errol flynn charismat act sir robin locksley robin hood flynn handsom figur toothi smile charm audienc clear high old time himself cut chase tape inde popular rhode household littlest rhode jeffrey age much view three time mayb more ill discuss fascin pictur usual section end review simpli state film deriv success one best genr swashbuckl robin smile eartoear fight hundr men without scratch although pictur consid littl more jame bond product valu act rais abov level robin hood classic stori rich poor robin steal rich give poor schoolchild know movi seem much less interest incom redistribut fight king countri robin courag athlet skill serv role model kid love olivia de havilland play dreamyey ladi marian fitzswalt stori heavi romant overton film typic rich oversatur color produc earli technicolor flesh tone over pink few color subtleti match perfect wonder exagger act player scene scene pictur charm audienc wouldnt fall robin show up incognito win archeri contest even outcom clear preordain cours doesnt win split man arrow watch pictur today provid jar moment sherlock holm villain sir guy gisbourn exampl doesnt seem right even basil rathbon reallif ident outsid famous role those wig makeup depart bad look reject mel brook comedi popular cinema era peopl die gentl prick sword without nasti bloodi hole spoil wardrob look bad guy banish kill lover go handinhand noth more explicit sexual kiss result wonder fairi tale movi delight cartoonish figur hollywood rare make such high qualiti famili film anymor tri savor old one adventur robin hood run rate contain absolut noth offens rate fine age jeffrey think film great give recommend movi particular peopl bloodi pictur hate sight blood movi favorit part battl end favorit charact robin king richard ian hunter,pos
cv089_11418.txt,pos,robert benton assembl stellar matur cast latest featur twilight film noir mysteri set amid fade star hollywood paul newman star retir detect harri ross harri spent last coupl year odd job jack catherin ame gene hackman susan sarandon pair marri actor fallen limelight jack send routin deliveri job old instinct kick soon harri wade through mysteri friendship live line longer know trust plenti familiar face throughout twilight addit newman hackman sarandon jame garner play raymond hope former cop one harri best friend stockard chan play verna harri former partner possibl former love interest rees witherspoon mel distrust daughter ame liev schrieber scuzzi boyfriend giancarlo esposito appear harri bumbl detect protigi john spencer suspici polic captain cast worth watch twilight stargaz luckili more film sort actor recognit ceremoni twilight solid film noirish plot mani twist turn classic much more lot pass film day major cast member deliv strong perform expect calib none littl extra oomph make memor support cast enjoy littl underdrawn stockard chan charact particular cipher more charact film take time describ minor irrit flaw solid cast good plot lot recommend twilight biggest flaw actual short run time slim minut lot stuff pack aw small packag still chanc see newman sarandon hackman work togeth worth cramp two,pos
cv288_18791.txt,pos,hill trailer aw laughless schmaltzi montag movi desper market antiphantom menac crowd same lovelorn femal ignor love letter appar work perhap presenc julia robertswhos allur beyond those perfect teeth still escap mehad lot hill open weekend success film stay power base word mouth allow spread more good buzz hill grant star william thacker travelbookstor owner work resid tini english district call hill shop one day wander famous actress anna scott robert common thief spill orang juic stilt convers lead first high impetu improb kiss day later william sneak hotel suit under guis magazin journalist begin passion albeit surreptiti affair asid hill portray press junket dead accur anna celebrityor william lack thereofthreaten drive wedg between richard curti tap fantasi consid first halfhour pictur beauti beast scenario romant escap highest order groundhog day pleasantvill watch highconcept comedi hill one constant imagin himherself lead william ordinary entic spoil bore anna curti previous pen four wed funer smart enough know unlik coupl situat enough fuel two hour worth entertain hill finest moment revolv around william eccentr friend famili now reader youv probabl heard lot rhys ifan perform william imbecil welsh flatmat yes hes crowd pleaser walk sight gag charact near involv wheelchairbound appropri name bella mckee anguish waitress nake max tom mcinnerni lousi chef husband movi best sequenc william anna compani sit around bloat max latest concoct hold contest last browni tabl goe diner saddest life scene end british writer end anyth fantast bit dull main plot dramat impact robert grant especi appeal relationship convolut interrupt mani time four wed suffer similar flaw william anna ultim one thing common theyr lone worth note robert grant favour ubiquit im girl stand boy ask love episod near syrupi appear clip featur best emot actor done hill nonetheless enjoy visual side thing especi appreci michel play changingoftheseason number surprisin minor gripe lop egregi epilogu stori thrive bring filmmak work hard tidi thing up leav imagin lurch,pos
cv623_15356.txt,pos,feel hesit someth mari best film see year moment credit start roll end pictur doubt mind seen masterpiec remain unsurpass remain month good film gene siskel fargo few month dismiss notion ridicul possibl know film great noth possibl see futur beat see farrelli hilari surpris heartfelt masterwork now know siskel talk onc veri great film come along dare brilliant simpli enjoy end stand up cheer know instant experienc someth veri special now shocker mari grossest disgust film view pink flamingo obvious notwithstand movi rude guess inappropri natur hard time sit theater watch parent luckili seen befor warn forget blaze saddl anim hous even former king grossout comedi monti python mean life prelud farrelli assault sens fact even funniest film ive pleasur see real contend monti python holi grail certain hilari come out decad funni someth overal sweet mari huge heart see farrelli truli gift filmmak dont present string dick fart joke although plenti go around veri wise add unbeliev amount charisma main charact actual develop stori progress funni though look outlin stori seem kind contriv predict believ anyth ben stiller play ted veri shi clumsi teenag geek lust school babe mari cameron diaz stick up retard brother warren earli brown cameraman believ scream dream come true invit prom one film funniest scene someth goe wrong wont ruin those know noth film ted unabl face mari again jump present year selfloath ted final hire privat detect pat heali suitabl slimi matt dillon track down one last chanc win woman love high school heali find mari still fullblown hotti decid tri keep himself admit basic stori line leav littl desir notreallyallthatfunni premis sustain laughter near two hour somehow farrelli pull perform here right target ted stiller add right amount clumsi charm make charact irrit normal veri lovabl cameron diaz perfect role obvious reason actor realli grab attent earl brown mari brother actor even come close play mental retard man much natur eas brown display here know wont nomin guy count out come time hand out oscar nod februari good actor though director movi way guarante top ten list end year see number one space occupi steven spielberg wwii epic save privat ryan yes great film worthi recognit harder make great war film audienc laugh hard cant breath minut time ill decid one yourself critic stick gun someth mari,pos
cv640_5378.txt,pos,sometimestedi oftenmov documentari chart life time ann frank young diarist mostfam victim adolph hitler writerdirectorproduc jon blair collect stagger amount histor materi both ann frank famili meet miep gie one famili protector still aliv recount found diari day german captur frank watch otto frank ann father surviv famili member interview footag film befor death blair success combin clip footag histor record recount exact happen dure terribl period european histori narrat kenneth branagh diari except read glenn close ann frank rememb retel more ann stori meet learn mani friend famili member acquaint whose live touch young woman write winner last year academi award best documentari,pos
cv933_23776.txt,pos,one funni entertain comedi year happen anim great voic over commentari hollywood famous celebr fabul anim compel stori best weve seen disney beauti beast film begin unspecifi time follow happilyeveraft conclus toy stori aftermath earlier adventur buzz voic tim allen woodi voic tom hank now fast friend toy live perfect harmoni content live one day andi broke woodi arm play woodi now offici discarg worthless left nightmar lie trash discard later andi mother decid yard sale collect few old toy son room one discard member move toy gang woodi goe rescu leav safeti hous uncertainti front lawn order bring toy back although mission success place serious predica toy collector name al voic wayn knight spi woodi hunt through ware avail sale cowboy toy repres final collect need complet collect merchandis old tv seri woodi roundup acquir woodi al ship everyth toy museum japan huge profit andi mother refus sell wooden cowboy al steal up toy led buzz go citi save friend buzz rex voic wallac shawn hamm voic john ratzenberg mr potatohead voic don rickl slinki voic jim varney go out danger journey rescu friend find themselv confront thing busi street buzz lightyear toy car chase gun fight final confront between buzz nemesi way resembl darth vader meanwhil woodi learn onc tv celebr famili cowgirl name jessi voic joan cusack hors name bullsey father figur call prospector voic kelsey grammar offer anoth life celebr toy museum japan now forc choos between love intens andi littl befor grow up forgotten admir children generat problem woodi escap al clutch return home end up back lone dark storag real effort made technic depart anim rich color lot wonder detail cinematographi extrem improv toy stori lot complic swing turn closeup realli make impress light filter use creat mood surpris emot moment jessi remembr day belov toy film contain lot insid joke such one videogam entertain parodi jurass park star war film end fail take kind scene use see comedi show tv outtak funniest scene film end make toy stori memor experi joke multipl parodi marvel anim heart emot stori mean friendship love even life itself difficult predict toy stori huge econom success artist achiev unexpect unexpect first film wasnt much more demonstr special effect unexpect disney hasnt produc anyth spectacular year constant surpass compani such dreamwork warner brs here director chang atmospher film make more access interest person older year big stepaway ancient law disneyanim cours antz intellig landmark masterpiec promis youll find funni enjoy whether best anim film year dare choic probabl iron giant along side american pie comedi year lost hope disney toy stori prove disney hasnt lost abil entertain,pos
cv317_24049.txt,pos,john cusack kind actor seem effortless slide respect film role effortless peopl tend forget hes much way peopl rare recal mani great charact actor anyon put name jame rebhorn actor face invit treat themselv product one sponsor exampl day mother ask expert cours movi out worth see never mind tast couldnt more diverg ill never forget day recommend go see night roxburi god sake fair mightili piss tell go lot fun didnt see anyth more futil attempt convers mutter littl trepid enjoy high fidel respond usual queri whose one question whose answer seem immedi conjur up kind movi went see repli julia robert probabl assum someth wispi light sylvest stallon movi pictur bloodbath few word much involuntari bicep flex woodi allen movi mean hyper articul white peopl usual jewish faith fret upper east side palac anyway answer john cusack repli stun unreason know refer now know fact mother seen sever cusack movi recent john malkovich push tin suppos understand recogn name name tougher face show pictur cusack mug paper hope oh yes hes quit good instead dont know point way beyond frustrat realm nose hair yank anger yes filmic ignor take nose hair pull zone till realiz someth doubt much america recogn cusack relat bland visag even name bland compar cool brad pitt tom cruis onesyl name glide tongu veloc speed car cusack cusack quit cool im sure twenti year now cusack forev refer guy add cusack film choic hes brand name movi usual arent big moneymak unassum way hes kind genius pleasant common man look charm semiarticul blather becom one likeabl romant lead men sure thing anyth cusack merg talent earli tom hank earli jack lemmon despit fact near charact play variat charact befor schlumpi man hes constant enjoy screen persona albert brook woodi allen know chose script stephan baldwin val kilmer seem put selv everyth former actual insight follow up oscar winner usual suspect pauli shore vehicl judg latest project look still fire agent cusack general pick reward project save unwatch hot pursuit film featur young ben stiller high fidel second collabor hit miss english director stephan fear grifter hilo countri hit cowritten cusack collabor terrif comedi gross point blank quit entertain funni film progress meander fashion movi cast someth spell over high fidel begin hipster ode noncommitt rob vinyl record store owner open film break down fourth wall much abandon educ top break up list someth cusack entir film la ferri bueller day first talkingdirectlyintothecameraschtick vagu annoy remind much film bodi shot use similar conceit began grow due entir cusack witti deliveri hes kind guy dont mind talk direct gradual film settl shampoolik tragicom charact studi guy confront himself person failur order figur out true person yes veri existenti though plotlin enjoy thing film much pleasur offer introduc minor charact now realli someth terrif enough warrant film best jack black veri funni show tenaci program sad went way bruce willi hair unfortun annoy smirk remain ardent record store employe bulli custom buy exact buy hes kind guy im sure weve met befor blowhard think hes alway right anyth power yell argu insult hoist opinion onto guy black play actor port round babi face crazi eye despit size leap fro manic speed freak bit redund descript see speed freak know manic hes kind support charact imposs annoy comic relief film look hack jan de bont poor phillip seymour hoffman twister fear black never happen charact shuck jive steep realiti hes over top way probabl relat catherin zetajon brief role give vivid portray women complet enamor charm tim robbin regist even tinier part new agetyp charact play entir cartoon yuk still manag work desir comic effect one except act depart bit doozi main love interest play danish actress iben hjejl mifun complet obliter trace danish accent replac stilt american phonat give kudo attempt such contradictori role instead likeabl come robot such hard see cusack charact obsess especi beauti intellig writer natasha gregson wagner potenti wait wing remind anyth charm cusack pair charmless ion skye midnight garden good evil poor bastard put up alison eastwood whose unbeliev more wooden father clint those special peopl whose wheel turn littl slower fact cusack rare pair up person match though id bet laura natasha switch role result more effect high fidel work entir strength charact perform fear direct somewhat stilt script sometim littl word im begin hate use ala quirki good think ill blame scott rosenberg judg beauti girl con air thing denver dead fingerprint over irrit bit movi cusack realli deserv award damn cusackian im afraid talent underst wait till hip need replac offer such award worthi consider talent charact rob whose sort older more bitter lloyd anyth funni tragic without pathet cusack still imprint himself onto mind audienc someth achiev,pos
cv461_19600.txt,pos,vampir film well horror film usual dumb predict bmovi meant scare clich simpl shock therefor interest watch neil jordan recent film visual stun plot worth make movi base ann rice novel interview vampir long dark trip hell film open gothic quir dark street presentday san francisco camera slowli find particular window shape young man visibl dark tell stori life mysteri man loui brad pitt twocenturi old vampir tell stori fascin interview christian slater tale open louisiana south new orlean loui fall victim vampir lestat tom cruis given choic between death etern life one undead loui choos latter decis forev regret everlast life etern youth promis lestat turn instead never end suffer damn etern hunger blood long peac loui kill impun lestat sate hunger feed blood anim enough eventu pierc neck griefstricken young girl name claudia kirsten dunst lestat curs unholi form resurrect surrog daughter both himself loui one big happi famili thing end claudia grow resent lestat fuel bloodi confront lui claudia break loos lestat travel pari eurovamp santiago stephen rea armand antonio bandera introduc bigger world damn director neil jordan cri game togeth talent director cinematographi philipp rousselot compos elliot goldenth creat incred atmospher film begin incred palett color beauti sunris lush golden field green forest inkyblu cloud blend sun lui born dark everyth sudden chang dark velvet lit silver moonlight beauti product design dant ferretti wonder costum art direct malcolm middleton recreat multipl histor period film renaiss new orlean beauti rococo pari th centuri present day cast likewis good involv famous beauti star hollywood ireland spain controversi cast tom cruis lestat incred effect cruis energet sinist charismat wild bloodthirsti cruis lestat seduc young women befor exact dark red susten alarm swift victim switch sexual excit outright horror murder purpos becom clear kill merci doubt killer lestat teach lui behind furious facad anger loneli carri through centuri tri smother night rampag brad pitt equal convinc vampir human soul antonio bandera stephen rea effect play more less secondari charact perform invis greatest perform film come supris young kristen dunst manag creat incred emot believ charact world chang around littl child remain unchang child etern wise dark eye reveal age iron film miss script ann rice novel veri interest read script rich color emot tier melanchol time resembl soap opera claudia go father lui made look dark angel gone lui everyth alright claudia realli believ hug emot moment those display abov lui selfpiti bit tiresom rice script otherwis strong well structur bring up humor comic episod more less hidden book lestat find claudia dead dressmak kill cri out make dress now littl practic never hous moment both entertain appeal neil jordan direct beauti sensual play interest issu etern homosexu love loneli gothic saga meant scare display issu differ wrap up mysteri new origin pictur bring vampirefilm new height,pos
