,sentiment,processed_words,prediction_nb
cv090_0042.txt,pos,warn anyon offend blatant leer machismo better avoid film lot blood gut men against men manoetmano stuff word walter hill film john milius script alway pictur guy togeth produc movi between armwrestl match film alway contain male charact veri hard time identifi probabl due likelihood meet between result arm rip subsequ death beat limb tough guy galor here drugrun bandito dozen dirti sweati pretti illtemp overal secret task forc armi commando area coverup suppos connect between govern drug runner lot shitkick texa dirt farmer whod soon shoot between eye look particular nick nolt one hardass texa ranger power booth drug kingpin michael ironsid leader secret armi rip torn local sheriff torn sympathet figur group smile befor shoot anyon women well ive never seen jane fonda meryl streep walter hill film rate doubt women exist here look good comfort man argu over gosh old day frank pretti good movi accept premis take macho stuff cinematographi excel cast charact broad textur script quit good film keep up happen yourself without spell out appreci film make think keep up final lot sam peckinpah slowmot shootup,pos
cv758_9671.txt,pos,devote robert heinlein forewarn paul verhoeven starship trooper less adapt heinlein novel literari satir author jingoalltheway militar tendenc creat plastic charact plastic conflict expect soulless faceless parad carnag film version suppos exact verhoeven deliv sometim hilari result heinlein basic motif faith render flaw becom sourc amus strength becom stuff highenergi entertain outlin plot starship trooper fair silli endeavor basic big bug hunt alien broad daylight sometim futur human threaten giant malevol insect evolv twentyfoottal action figur arachnid superimp spike beetl spew forth lava dragonfli guillotin leg those sign save earth group high school classmat bueno air conflict rich kid johnni rico casper van dien math whiz girlfriend carmen denis richard dizzi dina meyer secret carri torch johnni carl neil patrick doogi howser harri notsosecret carri torch dizzi talent speak telepath ferret carmen head flight school carl join militari intellig johnni dizzi becom mobil infantri various battl intertwin romant subplot out third season episod bever hill starship trooper anoth movi onedimension charact wade through trite situat way kill bunch alien make better independ day movi onedimension charact wade through trite situat way kill bunch slight differ alien one thing sens filmmak awar pulp nonsens sourc materi veri absenc major star cast feel themat appropri fiscal prudent starship trooper turn tvmovi aaron spell produc stori requir emot act prime time soap opera big gun play dopey melodrama worth nonam cast play verhoeven treatment heinlein controversi conceit societi learn one full citizen complet sort feder servic militari verhoeven pay notion plenti lip servic proceed skewer brilliant mock recruit ad name world war iiera fight seri youngster indoctrin joy firearm pleasur stomp cockroach charact realli fresh meat grinder one charact put make lack familiar more fit starship trooper antimilitari never treat true horror war anyth great big violent video game fact charact live propaganda particular johnni receiv mani field promot rememb rank time film end verhoeven actual both way hes make fun gungho booster even fire freshfac recruit battl gungho booster rocket visual effect make starship trooper hypocrit enthusiast stage hypocrisi person worth care whole film move nobodi busi verhoeven stage thrill action sequenc send swarm bug anonym grunt various bodi part strewn screen landscap rare special effect blockbust demonstr sens pace match budget caught up action enough time wasnt perpetu groan over absenc real human wish find myself work up more outrag over callous way human dispatch starship trooper didnt work out way punish verhoeven heart materi,pos
cv381_20172.txt,pos,bowfing good movi make veri bad one screenplay written costar steve martin skewer everyth hollywood cheesi sciencefict movi chopsocki fight sequenc crafti accomplish manner anyon know associ moviemak thorough enjoy clever comedi entir durat central premis behind film inspir promis one bobbi bowfing martin cheapskat smalltim hollywood produc alway dream make success motion pictur never attain proper tool new script alien invas stori entitl chubbi rain caught bowfing eye confront bignam produc name jerri renfro robert downey jr restaur agreement made financ movi first bowfing renown action star kit ramsey eddi murphi sign project kit turn offer down immedi bowfing still intent shoot film empti out life save hapless produc tell remain cast crew ramsey involv prepar film movi without star knowledg actor confront ramsey street line hidden camera peek through bush captur footag unknow star terrifi alien abduct brought believ actual pod peopl condit becom even more treacher bowfing forc hire kit ramsey lookalik name jiff murphi sweetnatur dork run coffe inbetween shoot vital scene includ attempt suicid run lane freeway one hot scene involv support actress daisi heather graham remov blous bowfing take sweet time start plot switch high gear great thing happen certain scene precis execut perfect frame moment absolut falldown funni hilari standout includ chase through park garag ramsey whos suppos follow keep check behind investig strang tap nois actual bowfing dog high heel tri laugh climact kungfu sequenc featur jiff excerpt anoth bowfing classic entitl fake purs ninja entir minut bowfing isnt alway target individu scene roll aisl master comedi director frank oz dirti rotten scoundrel out never made bad movi ensur qualiti final product aid immens martin sharpedg script real onscreen star eddi murphi actor finest work breakthrough hollywood market earli murphi excel corner succeed present believ paranoia eye kit ramsey creat likabl buffoon jiff well three talent comic mind squeez morsel potenti out premis reward virtual guarante help hearti laugh steve martin generat power behind bowfing murphi fuel summertim comedi unlik someth such american pie south park doesnt break rule still uproari perhap even more sidesplit anyth weve seen season support cast includ christin baranski worklov actress jami kennedi cameraman perform well within limit presenc demand real attent place next martin murphi beauti heather graham young film star plan sleep way top graham attempt further stardom appear new power girl ap display cheer naiv persona nice correspond wacki screenplay wouldnt caught dead buy ticket chubbi rain watch came certain entertain enough,pos
cv299_16214.txt,pos,expect rate bit wors expect main found middl part bit dull roger ebert gave four star review critic use full scale agre such dark citi best film seen better film read book five year ago huge enjoy open simpl plan remind bit sweet hereaft landscap snowi cold film feel crisp manner remind fargo loath one sens cold movi far eye pop delight quick dead instead raimi made more constrain film probabl better probabl movi improv lot odd shot movi remind afflict lead charact seem hope see possibl lead better life father see chanc such dream come true chanc uncov snow cover field airplan crash land plane three men find american dream gym bag afflict set snowi landscap realli seem veri simpl hold money until spring one claim theyll safe spend hope experienc american dream come true snow melt sever charact hope return paradis charact present chanc right thing right thing result better result someth more selfish movi biggest strength fact make sens seen mani movi base book seem select scene book visual eschew anyth remot resembl coher stori exampl clear present danger biggest problem seem overfamiliar stori writer perhap feel doesnt present scene clear lack baffl audienc read book definit problem simpl plan even though screenplay book author movi alway clear go alway make sens im sue lot cut realli cant rememb even minor scene involv man complain paid much grain includ man come monday claim charg one purchas mani turn out well see movi one warn against see trailer reveal sever scene end moment yes book downer sever plot develop much begin much spell direct out dure trailer lucki youll forgotten see movi,pos
cv057_7453.txt,pos,expect more movi less thrill twister twister good real plot one simpith twister amaz effect hope volcano volcano start tommi lee jone emo worri small earthquak enough leav daughter home babi sitter one small quak anoth quak geologist point out tommi take geolog event heat million gallon water hour few hour later larg amount ash start fall start volcan erupt movi great hope still good none less excel special effect best view helecopt fli over street volcano interest side stori made plot more interest good,pos
cv670_25826.txt,pos,whenev studio execut tri combin success formula two blockbust film end result alway mess script act direct general wast time audienc averag iq abov latest movi morass hollywood crew appear equal destin fail strang combin grumpi old men goodfella toss togeth richard dreyfuss burt reynold helm ship scari thing actual entertain breath fresh air otherwis stale month crew work sever reason clever script reminisc old billi wilder movi follow four past prime wiseguy jersey now live raj mahal apart hous miami beach wiseguy find themselv evict golden paradis greedi landlord bent rais rent new beach bunni boy look beachfront properti four mobster bobbi bartellemeo richard dreyfuss joey bat pistella burt reynold mike brick donatelli dan hedaya toni mouth donato seymour cassel decid hatch scheme plant dead bodi heist morgu order drive out new tenant keep home simpl plan sudden goe screwi cours boy becom involv stripper name ferri jennif tilli stepmoth kill paranoid latin drug lord whos convinc mysteri rival out rat tail fire crew work strong comed vehicl driven great ensembl cast talent charact actor subtl lead men instead concentr bobbi search daughter film give equal screen time four wiseguy balanc product act talent such screen veteran dan hedaya seymour cassel great great burt reynold brought out each charact uniqu synergi within wiseguy circl strong support cast includ jeremi piven philand boyfriendcoppartn miguel sandov paranoid drug lord provid laugh film produc barri sonnenfeld carri hint shorti energet camera work michael dinner emmi awardwin director wonder year quick script written barri fanaro screenwrit kingpin carri plenti subt dri humor wit crew prime exampl simpl drywit comedi day great thing comedi need punctuat bodili fluid phallus symbol head grandmoth give head spa steadi flow extrem comedi day flow hollywood broken water main elder statesmen dreyfuss reynold hedaya carri comic arc few weapon choic decent script good act,pos
cv108_15571.txt,pos,strang two comput anim talk ant movi come out singl year disney pixar anim latest film repres bug life isnt near deep predecessor dreamwork antz funni bug life center appropri around life ant name flik flik cute voic newsradio david foley hate stick tradit attempt find new way harvest food task one invent caus offer complet lost leader coloni send out mission out way offer food vile group grasshopp forc ant harvest leader grasshopp hopper fiendish voic oscar winner kevin spacey offer lost hopper veri upset vow return short retriev doubl amount food leader ant coloni send flik out mission never dream success hope out way harvest extra food flik mission hire warrior bug fight grasshopp return instead flik accident hire circus perform bug mistaken assum warrior return warrior town ecstat until find out truth hero bug life anim simpli stun sheer uniqu day day bug life veri imagin togeth great voic act film perfect holiday famili film main weak couldnt beat antz theater make seem stale materi,pos
cv651_10492.txt,pos,surpris know joel ethan coen brought such unab lunaci movi screen rais arizona hudsuck proxi made featur film debut blood simpl grim gruesom tale reveng murder liter fatal misconcept rural texa bear resembl storywis coen recent fargo even dark satir humor enjoy quirki character character film scarc here blood simpl pretti much cold brutal begin end premis blood simpl realli slight variat standard lovetrianglereveng scheme sleazi bar owner julian marti dan hedaya hire shifti privat detect emmet walsh kill wife abbi franc mcdormand illicit lover ray john getz thing start go haywir walsh decid instead fake murder photograph trickeri upon collect money becom uncertain whether marti capabl keep mouth shut scheme reveal more detail stori give away much ensu seri bloodi mean bloodi confront each trigger one more charact misunderstand actual happen act violenc decept film make sens seen through perpetr eye audienc made privi big pictur thus recogn each misde somehow unnecessari direct wrong person aspect stori along intens atmospher repuls brutal one sens gun one case shovel avail charact claw each death effect compon film coen done well titl film fear loath texa label blood simpl modernday noir expert genr seem more horror movi anyth coen seem much more interest plot twist atmospher confus paranoia charact final sequenc noth more showdown between one relat innoc charact one murder left aliv blood simpl veri good horror movi fear suspens here genuin coen add plenti quirki touch nudg weird meter upward such charact enter empti room accident step gun discharg skitter floor murder attempt unfold way such abbi mistak attack anoth charact fact kill earlier film blood simpl exact flawless one thing motiv kill still littl thin time understand charact track cover thought found littl hard accept quick resort murder although didn anyon hack death knife coen arent quit immun horror clich indulg prolong deadguyseemstohavecomebacktolifebutthenwefindoutitsonlyadream scene roll eye film end quick final confront found myself wonder simpli run out film blood simpl quit masterpiec neonoir mani seem think decent movi showcas coen abil handl suspens violenc viscer nonexploit manner firm recommend coenhead well anyon look someth origin thriller,pos
cv625_12440.txt,pos,one best movi ive seen id heard extrem good thing movi though preview didnt realli intrigu much movi id anticip few month now reason im sure movi big sucess over definit hit critic didnt exact set box offic record view incred well direct written act movi cant help wonder strength film gritti realism main charact human individu flaw stereotyp hollywood hero agre mani action movi approach life make real expect movi more drama thriller mistaken even interrog scene move such pace felt thrill car chase end whoa ive never seen movi life everyon act brilliant three male lead guy pearc kevin spacey russel crow terrif best actor oscar talk surround film net one statu one problem chosen between three actor way look film one better two imposs kim bassing perform revel id never big fan befor alway thought well word twinki impress chang complement crow pearc perfect depth stori charact truli astound cardboard charact here plot full twist turn veri clever sequenc pearc interog three seper suspect noth short brilliant realli cant fault movi glad see fellow australian pearc crow star such breathtak movi veri familiar russel crow beforehand mani australian film seen much guy pearc intend chang next time visit video store,pos
cv888_24435.txt,pos,imagin given sword shield veri basic minim train man dont know tell last day live thrown arena thousand spectat see die frantic monitor sever close door second releas vicious enemi prepar destroy watch innoc friend made last few day murder cold blood lucki enough surviv chao thrown know go over again tomorrow eventu know matter strong skill go die life gladiat youll never gladiat see ridley scott power gladiat youll thank new film scott return cinema fascin age ancient roman empir those preced spartacus ben hur gladiat near everyth go strong lead actor wonder support cast eyecatch special effect great script two aforement film came out befor prime target viewer gladiat teenag thirtyyearold male around whole new genr reborn revisit weak begin film start extrem gloomi inauspici rome best general maximus russel crow help empir conquer near everywher attempt current year wage war against germania scott shoot gori battl awkward style similar save privat ryan much less effect blurri slow motion sound mute soon artist method began hard tell good thing scott stop first twenti minut gladiat tortur watch instead general swear out battl go back famili crop quiet life unexpect anyth die emperor rome marcus aurelius richard harri decid maximus appoint new emperor rome onc die ask maximus restor republ give more power senat go well aurelius son commodus joaquin phoenix expect father name new emperor jealous upset commodus kill father name himself emperor kill maximus wife son attempt kill maximus maximus escap death vow kill commodus fulfil marcus aurelius wish now slave way win freedom complet goal becom win gladiat eventu releas success stori betray promis gladiat more mindless action flick actual care charact sometim even evil villain commodus young man determin make rome one way maximus determin make way phoenix play charact brilliant think commodus perci wetmor pantwett green mile roman empir whini sleazi respectmebecausemyfatherwasagoodman brat hate hes center attent scene see commodus hes cri look cri phoenix definit matur actor die gladiat show hes more river littl brother crow excel film grislyfac hero maximus one few charact recent cinema actual emot guy actual act anyon situat act hes invinc superhero blurt out onelin believ act human rest cast includ richard harri djimon hounsou walter hill derek jacobi conni nielsen first rate ridley scott use outstand special effect brilliant recreat roman coliseum loud roman mob citi rome general visual breathtak volumin cleopatra year costum wonder detail shield armor exquisit dress upperclass politician gladiat anoth movi see big screen out experi along action fan plenti see theater week expect much more excit come summer,pos
